id,questions,category
3622,아니 반품 교환이 일주일이면 말씀을 해주셔야지 이렇게 불편하게 이용을 하게 하고 그 쪽에서 또 연락을 해서 확인을 받아야 하고.,불만접수
3623,아 오늘 반품 가져가신다고 연락 왔어요.,배송
3624,네. 맞아요. 방송 나오는 거 주문하려고요 ,주문
3625,네. 알겠습니다. 아 근데 이게 사업자 카드거든요.,결제
3626,이거 주문을 어떻게 해요?,주문
3627,네 그런데 방송에는 십일만 이천 백원이라고 되어있는데 십일만 구천원이예요?,가격
3628,입금은 언제까지 해야 돼요?,결제
3629," 아, 그래요? 배송 다시 받아야지요.",배송
3630,택배 기사랑 통화를 했는데 자기도 기억을 못하더라고요.,배송
3631,자기가 다른 동에 갖다 준거 같아요.  일차 이차가 있거든요,배송
3632,지금 오시면 현관 앞에 갖다 놓고 가시라고 해주세요.,배송
3633,기존에 그 파손된 건 어떻게요? ,상품
3634,네 어느 택배 회사인가요?,배송
3635,그럼 다시 연락드릴게요.,연락요청
3636,오늘부터 삼일 후에요?,배송
3637,네 언제 배송되나요?,배송
3638,그럼 어제 상담하셨던 분들이 그렇게 말씀해 주시면 안되는 거 아닌가요?,불만접수
3639,그럼 어제 그렇게 설명을 해주셨어야 되는 거 아니냐고요.,불만접수
3640,그 문자 받은 게 다섯 시라고요. 그 사이에 아무런 확인이 안 됐다는 얘기잖아요.,불만접수
3641,제가 두시 사십오분쯤에 전화 통화를 했고요. 출고 지시가 되어 있는 상태인 건 확인이 됐는데 포장까진 자기들이 확인이 어렵기 때문에 그래서 취소를 했어요.,취소
3642,업데이트를 해서 업체에 입고를 했어야 맞는거죠.,배송
3643,배송 준비가 돼있는 상태가 아니라 확인하고 취소하는 거잖아요.,취소
3644,아 네. 톡으로 문자 받았는데요?,배송
3645,지금 여기 처음 주문을 하려고 하거든요.,주문
3646,아 저기 반품은 안 되는 거예요?,교환반품
3647,"아, 그런가요? 그럼 새 상품은 언제 받을 수 있나요?",배송
3648,"네, 수고합니다. 랍스터 주문하려고 하는데요.",주문
3649,네. 무이자 육개월 할부 가능하죠?,결제
3650,"네, 근데 이게 식품이니까 잘못된 부분을 확인할 수 없잖아요. 뜯어봐야 알수 있는거 아닌가요? 크기도 중요하고요.",상품
3651,"아, 네 괜찮아요. 그 택배 기사는 오늘 안 되시는 거예요?",배송
3652,네. 그 물건도 오늘 오는 건가요?,배송
3653,아이고 빨리 전화하네요 어제 처리했어요.,불만접수
3654,제가 주문을 했다가 입금을 늦게했는데 배송은 언제 받을수 있어요?,배송
3655,그럼 포장만 해서 주소도 안쓰고 그냥 드리면 되는 거에요?,교환반품
3656,"네, 그런데 저희 주소가 좀 복잡한데 확인된 것 맞으시죠?",배송
3657,"아, 지금 기사분 오셔서 티브이 설치하고 있어요.",배송
3658,지금 나를 안 믿는 거예요?,불만접수
3659,그게 그 말 아니에요?,불만접수
3660,내가 조금 전에 전화하고 다시 전화할 때마다 사람이 계속 바뀌고 주문할 때 그 상담원도 누군지 나는 모르잖아요.,불만접수
3661,나는 결제가 되었는데 왜 확인이 안되냐고요.,결제
3662,그러니까 다시 연락도 안 해주잖아요.,불만접수
3663,돈만 없어지는 거 아닙니까?,결제
3664,반송된다고요?,상품
3665,"네,  수거를 잘못하셔서요. 송장 번호 말씀드릴까요?",교환반품
3666,네 제가 원래 하나 하고 하나 더 추가해서 두 박스 하기로 했는데 또 하나 가 더 있더라고요.,주문
3667,문자나 전화 통화를 했다가 다시 한 번에 전화해서 그것도 한다고 하니까 받으신 분이 한 박스는 바로 취소해 주겠다고 하더라고요? 출고가 됐습니까?,취소
3668,두 박스 와야 해서 칠만 삼천팔백 원 결제했어요. 한 박스 삼만 육천구백 원은 취소를 했는데 카드 결제가 되었네요.,결제
3669,네. 지금 스쿼트 머신 방송하는 거 주문하려고 하는데 어떻게 해야 하나요?,주문
3670,"몇 번이나 얘기했는데, 제가. ",불만접수
3671,그러면 언제 배송이 되는지는 모르는 거죠?,배송
3672,알겠습니다. 그리고 제가 반품하려면 어떻게 신청하면 되나요?,교환반품
3673,블랙으로 해주세요.,주문
3674,"네, 어제 방송에 바지 삼종 세트가 있는데 주문 좀 하려고요.",주문
3675,"네, 아직 있나요?",상품
3676,네. 이게 이번에 ㅇㅇㅇ가 모델로 입었던 거 맞죠?,상품
3677,네. 지금 방송되고 있는 거 주문하려고 하는데요.,주문
3678,주문 좀 하려구요.,주문
3679,십 사만 사천원이요? 십 일만 얼마로 된 거 같은데요. ,결제
3680,네 알겠습니다. 사이즈는 같은거죠?,상품
3681,아 그럼 스탠드형 에어컨만 결제하면 가격이 얼마예요?,결제
3682,먼저 환불을 하고 주문 결제를 해야 하는거 아닌가요?,결제
3683,국민 카드 무이자 할부 되나요?,결제
3684,설치 기사님이 미리 연락 주시고 방문 하시는 거죠?,배송
3685,"카드 번호가 ㅇㅇㅇㅇ 이네요.
",결제
3686,네. 방송에 나온거 주문할까 해서요.,주문
3687,그거는 전화 오는거에요?,결제
3688,네. 지금 방송 나오는 김하진 특갈비탕 주문할게요.,주문
3689,몇 개월까지 돼요?,결제
3690,지금 방송하는 거 주문 좀 하려고요.,주문
3691,네. 육개월로 해주세요.,결제
3692,어떤 색상이 있어요?,상품
3693,레드로 주세요.,상품
3694,자동 주문하다가 넘어왔는데요.,주문
3695,네. 이렇게 넘어오면 정보 못 받으시죠?,주문
3696,그럼 처음부터 다시 해야 돼요?,주문
3697,네 지금 텔레비전 보고 주문하려고 하는데요.,주문
3698,네. 그러세요. 방송에는 십이만 칠천원으로 나오는데요. 얼마 인가요?,가격
3699,아 방송에는 카드 청구 할인 조건이 없는거 같은데요.,결제
3700,아 그렇군요. 그럼 할인이 안 들어가면 십사만 구천원인가요?,가격
3701,아 농협카드가 없어서요. 다른 카드로 결제 할게요.,결제
3702,통장 비밀번호가 아니라 카드 비밀번호인거죠?,고객정보
3703,아 잠깐만요. 제가 쓸게 아니라서  통화 한번 해보고 전화 드리면 안될까요?,연락요청
3704,나오는 거 한 마리 무게가 얼마인가요?,상품
3705,주문 좀 해주세요.,주문
3706,그 배송 전화번호 바꿔줄 수 있어요?,배송
3707,그 받는 사람 번호를 바꿀 수 있어요?,배송
3708,아 그냥 제 이름이랑 번호로 할게요. 배송은 언제 돼요?,배송
3709,아 이거 일주일 뒤에 한 번 더 보내줄 수 있나요?,주문
3710,이거 다음 주 월요일에 한 번 더 주문할라 그런데 지금 해줄 수 있나요?,주문
3711,이건 뭐야 그 바지 고무줄 늘어난 것처럼 늘어나버렸어요.,상품
3712,어떻게 안되나요?,교환반품
3713,네 주문 좀 해주세요.,주문
3714,아까 등록시켰었는데 등록되어 있는 거 아니에요?,결제
3715,현대카드도 있는데 아무거나 상관 없나요?,결제
3716,그럼 현대카드로 돼요?,결제
3717,백삼십만 구천오백원이요?,결제
3718,그런가요? 혹시 택배사는 어디인가요?,배송
3719,어 곧 제품 도착할 거 같은데요?,배송
3720,아 그래요? 화요일 도착이라고요. ,배송
3721,이거 취소해 달라고 얘기했는데 아직 취소 처리가 안됐어요?,취소
3722,네 취소합니다. 근데 택배비는 어떻게 되는거죠?,배송
3723,네. 여보세요. 자동 주문하려고 하는데요. 뭐가 필요한가요?,주문
3724,아. 여기 십일만 구천삼백원은 뭔가요?,가격
3725,네. 한 가지 궁금한 게 부품을 뺐다 끼었다 하는 그런 건 아니죠?,상품
3726,아니 근데 여기는 높이 조절하려면 지금 빼서 다시 끼우고 하고 있는데요.,상품
3727, 이 분 엠 사이즈하고 있는 거예요?,상품
3728, 그럼 이 부분 교환 택배비는 말씀 하신건가요?,배송
3729,"네, 지금 방송하고 있는거 주문해주세요.
",주문
3730,"네, 제가 돈 보내드렸어요.",결제
3731,"네, 근데 박스를 버렸는데 어떻하죠?",포장
3732,"네, 언제 회수하러 오나요?",교환반품
3733,기간이 많이 걸리겠네요. 환불은 바로 되나요?,환불
3734,보낸 지가 언제인데 너무 늦네요.,불만접수
3735,여기에 주문을 하려고요.,주문
3736,"아, 그래서 아직까지 배송이 안 되는 거였군요.",배송
3737,"네, 레드로 색상 변경해주세요. 근데 방송에서는 있다고 나와서 접수한 건데, 색상 없다라고 전화를 주시는 거예요?",상품
3738," 네, 레드로 변경해 주시구요. 빨리 좀 보내주세요. ",주문
3739,그렇게만 하면 되나요?,포장
3740, 그러면 가지러 오시나요?,배송
3741,엄마가 김치 그랬던 거는 버리셨데요.,상품
3742,"갑자기 올라가요.
",불만접수
3743,"기재 사항?없었잖아요.
",불만접수
3744,"칠천 원만?드리면 되는 거죠.
",교환반품
3745,난 그렇게 받았다고요.,불만접수
3746,박스가 다르다고 해도 나는 그렇게 받았잖아요.,불만접수
3747,이십사일에 티브이보면서 주문한건데.,주문
3748,그럼 블랙으로 할게요.,주문
3749,네 지금 방송하는 기모 처리되어 있는 옷 좀 물어보려고요.,상품
3750,주문 번호 불러주시겠어요?,주문
3751,네 제가 물건을 샀어요.  배송을 좀 알 수 있나요?,배송
3752,제가 주문 하려고 하는데요.,주문
3753,전에 한적이 있었는데 지워졌나보네요. 새로 등록해주세요.,고객정보
3754,네 갈비탕 주문하려고요.,주문
3755,네. 배송은 언제 되나요?,배송
3756,너무 오래 걸리는 것 같네요.,불만접수
3757,네. 감사합니다. 지금 방송하고 있는 올인원 스쿼트머신 자동 주문하려는데 청구 할인 행사 카드가 어떤 카드가 있는지 여쭤보려고요.,결제
3758,"아, 그런데 농협카드 결제 한적이 없는데, 등록은 어떻게 하나요?",결제
3759,"아, 그럼 자동 주문 할인도 적용시켜 주나요?",주문
3760,네. 감사합니다. 카드 가져왔어요. 카드 번호 부를까요?,결제
3761,이거 지금 처음 주문하는 건데요. 혹시 자동 주문하면 할인되나요?,주문
3762,몇 개월까지 가능해요?,결제
3763,그냥 일시불해주세요.,결제
3764,"예, 제가 반품을 신청을 했는데요.",교환반품
3765,"네, 받으면서 보니까 사이즈가 안 맞아서 그대로 비닐 안 뜯고 그냥 박스만 뜯어서  다시 포장했어요.",포장
3766,네. 지금 방송하고 있는 운동기구 주문하려고요.,주문
3767,"제가 주문 번호 좀 불러 드리겠습니다. ㅇㅇㅇ번인데, 이 주문 건 확인 좀 부탁드립니다.",주문
3768,"네, 이 부분 지금 저희 쪽으로도 문의를 남겨주셔서 제가 확인을 했는데 상품에는 문제가 없습니다. 이 상품이 반품 불가 상품은 아니지만, 상품에 문제가 없고 고객 변심에 의한 반품이라서 고객님께서 배송비를 내셔야 하는 점 안내 부탁드립니다.",배송
3769,"네, 이 건이 예외적으로 반품이 돼야 되는 상황이라서, 왕복 택배비 비용 처리 후 반품 처리 부탁드립니다.",배송
3770,"네, 저희 쪽으로 입금하시고 고객센터로 전화 좀 부탁드립니다.",연락요청
3771,"네, 그리고 주문 번호 하나만 더 불러드릴게요. 이 건도 고객님이 저희 쪽으로 직접 전화 주셔서 저희가 연락받은 거거든요.",주문
3772,"네, 이 건은 고객님 성함이 ㅇㅇㅇ시고, 세척 사과 삼 킬로 두 개 주문하셨는데, 이 건도 반품 요청하셨거든요.",주문
3773,"네, 저희가 수거를 했습니다. 그리고 이 부분도 왕복 택배비, 육천 원을 카드 결제분에서 차감 후에 처리해 주시면 됩니다.",배송
3774,"네, 환불 처리되면 이 건도 연락 좀 부탁드릴게요. 저희 쪽에서는 오늘 날짜로 반품 처리가 되었는데, 고객님하고 환불 처리는 전산으로 하셔야 되는거 아닙니까?",환불
3775,"네, 그럼 처리되는 대로 전화 주세요. ",연락요청
3776,그럼 환불은 언제 되나요?,환불
3777,"네, 맞교환 하면 되는건가요?",교환반품
3778,교환 말고 그냥 반품 할게요.,교환반품
3779,교환 받을 때 전달해 드리면 안될까요?,상품
3780,아 그럼 받은 상품 그대로 보내드리면 되는 거죠?,상품
3781,제가 결제한 금액이 얼마죠?,결제
3782,여성용 상품 송장번호 확인할 수 있죠?,배송
3783,제가 반품한 남성용 상품이요. 어떻게 화면이랑 색상이 다를 수 있죠?,상품
3784,"아 네, 주문해 주세요.",주문
3785,네 지금 방송 중인 거 좀 사려고 하거든요.,주문
3786,다 불러드려야 되죠?,결제
3787,ㅇㅇㅇㅇ ㅇㅇㅇㅇ ㅇㅇㅇㅇ ㅇㅇㅇㅇ이요.,결제
3788,먹어보고는 반품 안 돼요?,교환반품
3789, 저희 주소를 ㅇㅇ 농장 앞이라고 해야 해요.,배송
3790,"아, 제가 그거를 잘못 말한 건 아니거든요?",불만접수
3791," 네, 그 주소를 변경해주세요.",고객정보
3792,"네, 얼마나 걸리죠?",교환반품
3793,지금 테레비에 나오는 거요.,상품
3794,아 이거 등록해야만 주문 할 수 있어요?,고객정보
3795,아 그러면 그냥 해주세요.,고객정보
3796,삼십이 아래가 삼십인가요?,상품
3797,그럼 삼십으로요. 지금 삼십이가 너무 커서요.,상품
3798,"아, 근데 그 주문한 지가 꽤 됐는데요.",배송
3799,네 주문하려고 하거든요.,주문
3800,네 언제까지 입금해야 하나요?,결제
3801,제가 바로 연락드리면 안되나요?,연락요청
3802,네 방송하는거 자동 주문 하려는데 잘 안되서요. 문의 하려고요.,주문
3803,네. 지금 방송 중인 상품때문에 전화했어요.,상품
